# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped		ExecutionTime 
0		9256		4606		3248		212
1		8885		9102		3327		253
2		8696		13543		3421		291
3		8454		17910		3454		326
4		8370		22234		3452		348
5		8233		26489		3433		371
6		8058		30711		3497		400
7		8022		34884		3470		421
8		7986		39043		3457		430
9		7969		43194		3492		442
10		7836		47278		3494		454
11		7720		51328		3515		464
12		7637		55330		3500		479
13		7424		59243		3510		493
14		7219		62931		3531		504
15		7131		66530		3524		514
16		6875		70007		3563		528
17		6726		73383		3521		538
18		6556		76613		3474		547
19		6379		79712		3506		564
20		6323		82748		3511		574
21		6109		85751		3504		583
22		5896		88570		3463		592
23		5775		91351		3469		601
24		5376		93837		3504		613
25		5183		96273		3495		622
26		4956		98610		3494		630
27		4678		100805		3507		640
28		4541		102702		3456		648
29		4342		104584		3487		659
30		4091		106300		3477		667
31		4015		107876		3476		675
32		3863		109397		3498		689
33		3806		110790		3504		700
34		3454		111783		3495		711
35		3253		112569		3495		718
36		3060		113257		3498		732
37		2890		113837		3507		750
38		2793		114301		3515		769
39		2699		114727		3495		780
40		2601		115198		3506		788
41		2553		115595		3492		796
42		2510		115970		3515		808
43		2433		116336		3494		823
44		2370		116684		3495		835
45		2321		116986		3498		848
46		2282		117268		3500		861
47		2231		117549		3501		872
48		2195		117830		3486		882
49		2185		118093		3486		894
50		2143		118332		3495		902
51		2119		118562		3489		909
52		2102		118803		3481		917
53		2063		118990		3482		925
54		2029		119187		3474		931
55		1995		119353		3468		941
56		1982		119522		3483		948
57		1971		119683		3471		956
58		1950		119842		3473		963
59		1925		119974		3485		974
60		1915		120064		3484		986
61		1901		120159		3487		995
62		1903		120250		3485		1002
63		1887		120351		3492		1011
64		1877		120428		3489		1021
65		1865		120506		3487		1033
66		1858		120603		3487		1042
67		1853		120663		3483		1051
68		1846		120750		3477		1067
69		1829		120820		3476		1079
70		1815		120893		3468		1088
71		1810		120952		3474		1097
72		1805		121011		3470		1108
73		1787		121072		3472		1122
74		1790		121123		3472		1129
75		1783		121201		3472		1142
76		1785		121251		3478		1151
77		1781		121289		3474		1159
78		1770		121339		3475		1166
79		1766		121373		3475		1176
80		1764		121413		3475		1184
81		1758		121440		3474		1195
82		1754		121470		3475		1202
83		1754		121514		3483		1211
84		1756		121540		3481		1220
85		1752		121582		3472		1232
86		1738		121626		3476		1242
87		1738		121659		3480		1251
88		1740		121689		3470		1258
89		1732		121729		3479		1266
90		1729		121766		3476		1277
91		1722		121804		3479		1285
92		1719		121841		3482		1294
93		1714		121856		3477		1304
94		1709		121895		3477		1316
95		1707		121913		3473		1326
96		1707		121938		3479		1335
97		1703		121964		3475		1343
98		1700		121984		3474		1352
99		1696		122007		3477		1363
100		1700		122030		3474		1377
101		1705		122046		3478		1393
102		1708		122074		3478		1402
103		1702		122093		3479		1411
104		1702		122116		3479		1421
105		1692		122141		3474		1430
106		1684		122174		3474		1445
107		1685		122199		3473		1457
108		1688		122220		3475		1465
109		1683		122231		3476		1480
110		1679		122248		3476		1489
111		1680		122264		3476		1497
112		1678		122276		3476		1506
113		1677		122285		3476		1513
114		1680		122295		3478		1525
115		1687		122314		3476		1533
116		1685		122336		3477		1542
117		1685		122349		3476		1550
118		1679		122361		3476		1561
119		1680		122377		3476		1571
