# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		756		247		174
1		684		487		178
2		623		708		188
3		589		902		192
4		529		1085		192
5		475		1239		193
6		445		1384		189
7		424		1513		184
8		395		1619		189
9		396		1752		185
10		379		1859		181
11		358		1966		186
12		336		2062		193
13		321		2159		186
14		297		2247		185
15		313		2335		186
16		302		2442		187
17		285		2548		183
18		272		2635		184
19		262		2710		185
20		242		2795		193
21		226		2870		195
22		219		2920		187
23		221		2961		184
24		227		3006		184
25		212		3060		190
26		201		3100		188
27		195		3135		189
28		185		3181		185
29		209		3218		189
30		202		3262		187
31		201		3305		190
32		210		3365		192
33		197		3415		186
34		196		3458		188
35		194		3507		188
36		194		3535		187
37		191		3582		186
38		199		3615		187
39		189		3640		186
40		195		3680		187
41		176		3705		186
42		185		3731		190
43		190		3772		184
44		186		3807		188
45		193		3846		183
46		187		3874		186
47		191		3896		194
48		178		3920		184
49		181		3943		191
50		178		3988		192
51		178		4014		185
52		170		4029		193
53		172		4049		188
54		206		4096		187
55		209		4161		187
56		189		4189		187
57		200		4226		190
58		186		4274		190
59		183		4310		189
60		192		4342		187
61		186		4399		189
62		192		4434		184
63		192		4475		186
64		189		4500		188
65		184		4537		185
66		177		4570		185
67		171		4594		188
68		162		4611		187
69		166		4622		187
70		170		4641		183
71		172		4660		187
72		178		4697		188
73		189		4720		188
74		178		4765		190
75		183		4788		189
76		187		4815		184
77		187		4850		190
78		179		4883		190
79		167		4912		187
80		162		4943		188
81		172		4959		189
82		176		4983		192
83		177		5015		189
84		185		5038		186
85		173		5065		187
86		176		5088		190
87		185		5107		190
88		173		5131		189
89		193		5177		193
90		173		5208		187
91		173		5230		189
92		186		5255		189
93		182		5289		191
94		187		5324		192
95		166		5347		190
96		180		5360		188
97		173		5390		186
98		172		5415		186
99		174		5440		189
100		182		5468		187
101		165		5478		188
102		155		5483		186
103		152		5484		188
104		152		5484		188
105		152		5484		188
106		152		5484		188
107		152		5484		188
108		152		5484		188
109		152		5484		188
110		152		5484		188
111		152		5484		188
112		152		5484		188
113		152		5484		188
114		152		5484		188
115		152		5484		188
116		152		5484		188
117		152		5484		188
118		152		5484		188
119		152		5484		188
120		152		5484		188
121		152		5484		188
122		152		5484		188
123		152		5484		188
124		152		5484		188
125		152		5484		188
126		152		5484		188
127		152		5484		188
128		152		5484		188
129		152		5484		188
130		152		5484		188
131		152		5484		188
132		152		5484		188
133		152		5484		188
134		152		5484		188
135		152		5484		188
136		152		5484		188
137		152		5484		188
138		152		5484		188
139		152		5484		188
140		152		5484		188
141		152		5484		188
142		152		5484		188
143		152		5484		188
144		152		5484		188
145		152		5484		188
146		152		5484		188
147		152		5484		188
148		152		5484		188
149		152		5484		188
150		152		5484		188
151		152		5484		188
152		152		5484		188
153		152		5484		188
154		152		5484		188
155		152		5484		188
156		152		5484		188
157		152		5484		188
158		152		5484		188
159		152		5484		188
160		152		5484		188
161		152		5484		188
162		152		5484		188
163		152		5484		188
164		152		5484		188
165		152		5484		188
166		152		5484		188
167		152		5484		188
168		152		5484		188
169		152		5484		188
170		152		5484		188
171		152		5484		188
172		152		5484		188
173		152		5484		188
174		152		5484		188
175		152		5484		188
176		152		5484		188
177		152		5484		188
178		152		5484		188
179		152		5484		188
180		152		5484		188
181		152		5484		188
182		152		5484		188
183		152		5484		188
184		152		5484		188
185		152		5484		188
186		152		5484		188
187		152		5484		188
188		152		5484		188
189		152		5484		188
190		152		5484		188
191		152		5484		188
192		152		5484		188
193		152		5484		188
194		152		5484		188
195		152		5484		188
196		152		5484		188
197		152		5484		188
198		152		5484		188
199		152		5484		188
200		152		5484		188
201		152		5484		188
202		152		5484		188
203		152		5484		188
204		152		5484		188
205		152		5484		188
206		152		5484		188
207		152		5484		188
208		152		5484		188
209		152		5484		188
210		152		5484		188
211		152		5484		188
212		152		5484		188
213		152		5484		188
214		152		5484		188
215		152		5484		188
216		152		5484		188
217		152		5484		188
218		152		5484		188
219		152		5484		188
220		152		5484		188
221		152		5484		188
222		152		5484		188
223		152		5484		188
224		152		5484		188
225		152		5484		188
226		152		5484		188
227		152		5484		188
228		152		5484		188
229		152		5484		188
230		152		5484		188
231		152		5484		188
232		152		5484		188
233		152		5484		188
234		152		5484		188
235		152		5484		188
236		152		5484		188
237		152		5484		188
238		152		5484		188
239		152		5484		188
240		152		5484		188
241		152		5484		188
242		152		5484		188
243		152		5484		188
244		152		5484		188
245		152		5484		188
246		152		5484		188
247		152		5484		188
248		152		5484		188
249		152		5484		188
250		152		5484		188
251		152		5484		188
252		152		5484		188
253		152		5484		188
254		152		5484		188
255		152		5484		188
256		152		5484		188
257		152		5484		188
258		152		5484		188
259		152		5484		188
260		152		5484		188
261		152		5484		188
262		152		5484		188
263		152		5484		188
264		152		5484		188
265		152		5484		188
266		152		5484		188
267		152		5484		188
268		152		5484		188
269		152		5484		188
270		152		5484		188
271		152		5484		188
272		152		5484		188
273		152		5484		188
274		152		5484		188
275		152		5484		188
276		152		5484		188
277		152		5484		188
278		152		5484		188
279		152		5484		188
280		152		5484		188
281		152		5484		188
282		152		5484		188
283		152		5484		188
284		152		5484		188
285		152		5484		188
286		152		5484		188
287		152		5484		188
288		152		5484		188
289		152		5484		188
290		152		5484		188
291		152		5484		188
292		152		5484		188
293		152		5484		188
294		152		5484		188
295		152		5484		188
296		152		5484		188
297		152		5484		188
298		152		5484		188
299		152		5484		188
300		152		5484		188
301		152		5484		188
302		152		5484		188
303		152		5484		188
304		152		5484		188
305		152		5484		188
306		152		5484		188
307		152		5484		188
308		152		5484		188
309		152		5484		188
310		152		5484		188
311		152		5484		188
312		152		5484		188
313		152		5484		188
314		152		5484		188
315		152		5484		188
316		152		5484		188
317		152		5484		188
318		152		5484		188
319		152		5484		188
320		152		5484		188
321		152		5484		188
322		152		5484		188
323		152		5484		188
324		152		5484		188
325		152		5484		188
326		152		5484		188
327		152		5484		188
328		152		5484		188
329		152		5484		188
330		152		5484		188
331		152		5484		188
332		152		5484		188
333		152		5484		188
334		152		5484		188
335		152		5484		188
336		152		5484		188
337		152		5484		188
338		152		5484		188
339		152		5484		188
340		152		5484		188
341		152		5484		188
342		152		5484		188
343		152		5484		188
344		152		5484		188
345		152		5484		188
346		152		5484		188
347		152		5484		188
348		152		5484		188
349		152		5484		188
350		152		5484		188
351		152		5484		188
352		152		5484		188
353		152		5484		188
354		152		5484		188
355		152		5484		188
356		152		5484		188
357		152		5484		188
358		152		5484		188
359		152		5484		188
360		152		5484		188
361		152		5484		188
362		152		5484		188
363		152		5484		188
364		152		5484		188
365		152		5484		188
366		152		5484		188
367		152		5484		188
368		152		5484		188
369		152		5484		188
370		152		5484		188
371		152		5484		188
372		152		5484		188
373		152		5484		188
374		152		5484		188
375		152		5484		188
376		152		5484		188
377		152		5484		188
378		152		5484		188
379		152		5484		188
380		152		5484		188
381		152		5484		188
382		152		5484		188
383		152		5484		188
384		152		5484		188
385		152		5484		188
386		152		5484		188
387		152		5484		188
388		152		5484		188
389		152		5484		188
390		152		5484		188
391		152		5484		188
392		152		5484		188
393		152		5484		188
394		152		5484		188
395		152		5484		188
396		152		5484		188
397		152		5484		188
398		152		5484		188
399		152		5484		188
400		152		5484		188
401		152		5484		188
402		152		5484		188
403		152		5484		188
404		152		5484		188
405		152		5484		188
406		152		5484		188
407		152		5484		188
408		152		5484		188
409		152		5484		188
410		152		5484		188
411		152		5484		188
412		152		5484		188
413		152		5484		188
414		152		5484		188
415		152		5484		188
416		152		5484		188
417		152		5484		188
418		152		5484		188
419		152		5484		188
420		152		5484		188
421		152		5484		188
422		152		5484		188
423		152		5484		188
424		152		5484		188
425		152		5484		188
426		152		5484		188
427		152		5484		188
428		152		5484		188
429		152		5484		188
430		152		5484		188
431		152		5484		188
432		152		5484		188
433		152		5484		188
434		152		5484		188
435		152		5484		188
436		152		5484		188
437		152		5484		188
438		152		5484		188
439		152		5484		188
440		152		5484		188
441		152		5484		188
442		152		5484		188
443		152		5484		188
444		152		5484		188
445		152		5484		188
446		152		5484		188
447		152		5484		188
448		152		5484		188
449		152		5484		188
450		152		5484		188
451		152		5484		188
452		152		5484		188
453		152		5484		188
454		152		5484		188
455		152		5484		188
456		152		5484		188
457		152		5484		188
458		152		5484		188
459		152		5484		188
460		152		5484		188
461		152		5484		188
462		152		5484		188
463		152		5484		188
464		152		5484		188
465		152		5484		188
466		152		5484		188
467		152		5484		188
468		152		5484		188
469		152		5484		188
470		152		5484		188
471		152		5484		188
472		152		5484		188
473		152		5484		188
474		152		5484		188
475		152		5484		188
476		152		5484		188
477		152		5484		188
478		152		5484		188
479		152		5484		188
480		152		5484		188
481		152		5484		188
482		152		5484		188
483		152		5484		188
484		152		5484		188
485		152		5484		188
486		152		5484		188
487		152		5484		188
488		152		5484		188
489		152		5484		188
490		152		5484		188
491		152		5484		188
492		152		5484		188
493		152		5484		188
494		152		5484		188
495		152		5484		188
496		152		5484		188
497		152		5484		188
498		152		5484		188
499		152		5484		188
500		152		5484		188
501		152		5484		188
502		152		5484		188
503		152		5484		188
504		152		5484		188
505		152		5484		188
506		152		5484		188
507		152		5484		188
508		152		5484		188
509		152		5484		188
510		152		5484		188
511		152		5484		188
512		152		5484		188
513		152		5484		188
514		152		5484		188
515		152		5484		188
516		152		5484		188
517		152		5484		188
518		152		5484		188
519		152		5484		188
520		152		5484		188
521		152		5484		188
522		152		5484		188
523		152		5484		188
524		152		5484		188
525		152		5484		188
526		152		5484		188
527		152		5484		188
528		152		5484		188
529		152		5484		188
530		152		5484		188
531		152		5484		188
532		152		5484		188
533		152		5484		188
534		152		5484		188
535		152		5484		188
536		152		5484		188
537		152		5484		188
538		152		5484		188
539		152		5484		188
540		152		5484		188
541		152		5484		188
542		152		5484		188
543		152		5484		188
544		152		5484		188
545		152		5484		188
546		152		5484		188
547		152		5484		188
548		152		5484		188
549		152		5484		188
550		152		5484		188
551		152		5484		188
552		152		5484		188
553		152		5484		188
554		152		5484		188
555		152		5484		188
556		152		5484		188
557		152		5484		188
558		152		5484		188
559		152		5484		188
560		152		5484		188
561		152		5484		188
562		152		5484		188
563		152		5484		188
564		152		5484		188
565		152		5484		188
566		152		5484		188
567		152		5484		188
568		152		5484		188
569		152		5484		188
570		152		5484		188
571		152		5484		188
572		152		5484		188
573		152		5484		188
574		152		5484		188
575		152		5484		188
576		152		5484		188
577		152		5484		188
578		152		5484		188
579		152		5484		188
580		152		5484		188
581		152		5484		188
582		152		5484		188
583		152		5484		188
584		152		5484		188
585		152		5484		188
586		152		5484		188
587		152		5484		188
588		152		5484		188
589		152		5484		188
590		152		5484		188
591		152		5484		188
592		152		5484		188
593		152		5484		188
594		152		5484		188
595		152		5484		188
596		152		5484		188
597		152		5484		188
598		152		5484		188
599		152		5484		188
600		152		5484		188
601		152		5484		188
602		152		5484		188
603		152		5484		188
604		152		5484		188
605		152		5484		188
606		152		5484		188
607		152		5484		188
608		152		5484		188
609		152		5484		188
610		152		5484		188
611		152		5484		188
612		152		5484		188
613		152		5484		188
614		152		5484		188
615		152		5484		188
616		152		5484		188
617		152		5484		188
618		152		5484		188
619		152		5484		188
620		152		5484		188
621		152		5484		188
622		152		5484		188
623		152		5484		188
624		152		5484		188
625		152		5484		188
626		152		5484		188
627		152		5484		188
628		152		5484		188
629		152		5484		188
630		152		5484		188
631		152		5484		188
632		152		5484		188
633		152		5484		188
634		152		5484		188
635		152		5484		188
636		152		5484		188
637		152		5484		188
638		152		5484		188
639		152		5484		188
640		152		5484		188
641		152		5484		188
642		152		5484		188
643		152		5484		188
644		152		5484		188
645		152		5484		188
646		152		5484		188
647		152		5484		188
648		152		5484		188
649		152		5484		188
650		152		5484		188
651		152		5484		188
652		152		5484		188
653		152		5484		188
654		152		5484		188
655		152		5484		188
656		152		5484		188
657		152		5484		188
658		152		5484		188
659		152		5484		188
660		152		5484		188
661		152		5484		188
662		152		5484		188
663		152		5484		188
664		152		5484		188
665		152		5484		188
666		152		5484		188
667		152		5484		188
668		152		5484		188
669		152		5484		188
670		152		5484		188
671		152		5484		188
672		152		5484		188
673		152		5484		188
674		152		5484		188
675		152		5484		188
676		152		5484		188
677		152		5484		188
678		152		5484		188
679		152		5484		188
680		152		5484		188
681		152		5484		188
682		152		5484		188
683		152		5484		188
684		152		5484		188
685		152		5484		188
686		152		5484		188
687		152		5484		188
688		152		5484		188
689		152		5484		188
690		152		5484		188
691		152		5484		188
692		152		5484		188
693		152		5484		188
694		152		5484		188
695		152		5484		188
696		152		5484		188
697		152		5484		188
698		152		5484		188
699		152		5484		188
700		152		5484		188
701		152		5484		188
702		152		5484		188
703		152		5484		188
704		152		5484		188
705		152		5484		188
706		152		5484		188
707		152		5484		188
708		152		5484		188
709		152		5484		188
710		152		5484		188
711		152		5484		188
712		152		5484		188
713		152		5484		188
714		152		5484		188
715		152		5484		188
716		152		5484		188
717		152		5484		188
718		152		5484		188
719		152		5484		188
720		152		5484		188
721		152		5484		188
722		152		5484		188
723		152		5484		188
724		152		5484		188
725		152		5484		188
726		152		5484		188
727		152		5484		188
728		152		5484		188
729		152		5484		188
730		152		5484		188
731		152		5484		188
732		152		5484		188
733		152		5484		188
734		152		5484		188
735		152		5484		188
736		152		5484		188
737		152		5484		188
738		152		5484		188
739		152		5484		188
740		152		5484		188
741		152		5484		188
742		152		5484		188
743		152		5484		188
744		152		5484		188
745		152		5484		188
746		152		5484		188
747		152		5484		188
748		152		5484		188
749		152		5484		188
750		152		5484		188
751		152		5484		188
752		152		5484		188
753		152		5484		188
754		152		5484		188
755		152		5484		188
756		152		5484		188
757		152		5484		188
758		152		5484		188
759		152		5484		188
760		152		5484		188
761		152		5484		188
762		152		5484		188
763		152		5484		188
764		152		5484		188
765		152		5484		188
766		152		5484		188
767		152		5484		188
768		152		5484		188
769		152		5484		188
770		152		5484		188
771		152		5484		188
772		152		5484		188
773		152		5484		188
774		152		5484		188
775		152		5484		188
776		152		5484		188
777		152		5484		188
778		152		5484		188
779		152		5484		188
780		152		5484		188
781		152		5484		188
782		152		5484		188
783		152		5484		188
784		152		5484		188
785		152		5484		188
786		152		5484		188
787		152		5484		188
788		152		5484		188
789		152		5484		188
790		152		5484		188
791		152		5484		188
792		152		5484		188
793		152		5484		188
794		152		5484		188
795		152		5484		188
796		152		5484		188
797		152		5484		188
798		152		5484		188
799		152		5484		188
800		152		5484		188
801		152		5484		188
802		152		5484		188
803		152		5484		188
804		152		5484		188
805		152		5484		188
806		152		5484		188
807		152		5484		188
808		152		5484		188
809		152		5484		188
810		152		5484		188
811		152		5484		188
812		152		5484		188
813		152		5484		188
814		152		5484		188
815		152		5484		188
816		152		5484		188
817		152		5484		188
818		152		5484		188
819		152		5484		188
820		152		5484		188
821		152		5484		188
822		152		5484		188
823		152		5484		188
824		152		5484		188
825		152		5484		188
826		152		5484		188
827		152		5484		188
828		152		5484		188
829		152		5484		188
830		152		5484		188
831		152		5484		188
832		152		5484		188
833		152		5484		188
834		152		5484		188
835		152		5484		188
836		152		5484		188
837		152		5484		188
838		152		5484		188
839		152		5484		188
840		152		5484		188
841		152		5484		188
842		152		5484		188
843		152		5484		188
844		152		5484		188
845		152		5484		188
846		152		5484		188
847		152		5484		188
848		152		5484		188
849		152		5484		188
850		152		5484		188
851		152		5484		188
852		152		5484		188
853		152		5484		188
854		152		5484		188
855		152		5484		188
856		152		5484		188
857		152		5484		188
858		152		5484		188
859		152		5484		188
860		152		5484		188
861		152		5484		188
862		152		5484		188
863		152		5484		188
864		152		5484		188
865		152		5484		188
866		152		5484		188
867		152		5484		188
868		152		5484		188
869		152		5484		188
870		152		5484		188
871		152		5484		188
872		152		5484		188
873		152		5484		188
874		152		5484		188
875		152		5484		188
876		152		5484		188
877		152		5484		188
878		152		5484		188
879		152		5484		188
880		152		5484		188
881		152		5484		188
882		152		5484		188
883		152		5484		188
884		152		5484		188
885		152		5484		188
886		152		5484		188
887		152		5484		188
888		152		5484		188
889		152		5484		188
890		152		5484		188
891		152		5484		188
892		152		5484		188
893		152		5484		188
894		152		5484		188
895		152		5484		188
896		152		5484		188
897		152		5484		188
898		152		5484		188
899		152		5484		188
900		152		5484		188
901		152		5484		188
902		152		5484		188
903		152		5484		188
904		152		5484		188
905		152		5484		188
906		152		5484		188
907		152		5484		188
908		152		5484		188
909		152		5484		188
910		152		5484		188
911		152		5484		188
912		152		5484		188
913		152		5484		188
914		152		5484		188
915		152		5484		188
916		152		5484		188
917		152		5484		188
918		152		5484		188
919		152		5484		188
920		152		5484		188
921		152		5484		188
922		152		5484		188
923		152		5484		188
924		152		5484		188
925		152		5484		188
926		152		5484		188
927		152		5484		188
928		152		5484		188
929		152		5484		188
930		152		5484		188
931		152		5484		188
932		152		5484		188
933		152		5484		188
934		152		5484		188
935		152		5484		188
936		152		5484		188
937		152		5484		188
938		152		5484		188
939		152		5484		188
940		152		5484		188
941		152		5484		188
942		152		5484		188
943		152		5484		188
944		152		5484		188
945		152		5484		188
946		152		5484		188
947		152		5484		188
948		152		5484		188
949		152		5484		188
950		152		5484		188
951		152		5484		188
952		152		5484		188
953		152		5484		188
954		152		5484		188
955		152		5484		188
956		152		5484		188
957		152		5484		188
958		152		5484		188
959		152		5484		188
960		152		5484		188
961		152		5484		188
962		152		5484		188
963		152		5484		188
