# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped		ExecutionTime 
0		4737		2364		1288		168
1		3863		4599		1489		199
2		3689		6719		1532		229
3		3646		8810		1524		259
4		3570		10877		1567		283
5		3569		12942		1608		303
6		3483		14969		1637		321
7		3478		16983		1619		340
8		3484		18989		1640		365
9		3446		20965		1681		386
10		3427		22931		1658		402
11		3385		24859		1689		419
12		3321		26770		1725		435
13		3315		28617		1731		455
14		3277		30473		1738		472
15		3250		32291		1752		489
16		3233		34100		1760		507
17		3239		35920		1743		525
18		3208		37731		1739		543
19		3191		39534		1748		562
20		3111		41113		1758		588
21		3042		42630		1752		605
22		3022		44097		1783		619
23		2999		45552		1778		635
24		2973		46975		1786		649
25		2936		48352		1785		664
26		2906		49695		1785		678
27		2876		51009		1773		695
28		2836		52289		1764		711
29		2822		53554		1778		726
30		2818		54796		1775		741
31		2799		56013		1773		757
32		2770		57220		1764		772
33		2758		58396		1762		789
34		2741		59536		1766		804
35		2731		60663		1764		822
36		2705		61773		1775		837
37		2685		62857		1772		852
38		2674		63920		1766		870
39		2667		64955		1767		888
40		2658		65974		1768		904
41		2650		66988		1762		920
42		2644		67993		1769		937
43		2639		68980		1764		954
44		2628		69968		1768		972
45		2625		70940		1772		989
46		2617		71897		1774		1007
47		2614		72841		1777		1026
48		2602		73787		1778		1044
49		2595		74717		1775		1064
50		2590		75635		1777		1079
51		2588		76548		1778		1094
52		2581		77454		1777		1107
53		2577		78355		1781		1122
54		2576		79247		1779		1135
55		2574		80137		1779		1148
56		2577		81028		1781		1163
57		2576		81926		1780		1177
58		2575		82814		1780		1192
59		2574		83697		1781		1208
60		2574		84585		1780		1223
61		2573		85465		1775		1237
62		2571		86349		1782		1254
63		2566		87219		1778		1268
64		2564		88091		1781		1284
65		2563		88964		1778		1298
66		2561		89840		1780		1314
67		2563		90714		1783		1328
68		2562		91586		1784		1344
69		2557		92456		1785		1358
70		2555		93328		1785		1374
71		2556		94203		1785		1389
72		2559		95078		1786		1404
73		2556		95954		1784		1419
74		2556		96825		1785		1434
75		2557		97703		1784		1451
76		2559		98578		1781		1467
77		2560		99449		1780		1482
78		2556		100327		1782		1499
79		2553		101201		1784		1515
80		2553		102067		1781		1531
81		2553		102935		1781		1547
82		2551		103802		1781		1565
83		2550		104663		1784		1579
84		2547		105520		1784		1603
85		2546		106375		1786		1617
86		2543		107231		1783		1632
87		2542		108079		1785		1645
88		2541		108925		1788		1659
89		2538		109767		1788		1674
90		2537		110607		1786		1692
91		2535		111448		1788		1708
92		2535		112281		1785		1724
93		2536		113114		1787		1739
94		2537		113950		1786		1758
95		2536		114784		1790		1773
96		2537		115618		1788		1788
97		2535		116453		1789		1805
98		2536		117284		1788		1820
99		2534		118116		1789		1837
100		2532		118942		1787		1852
101		2531		119769		1789		1868
102		2530		120592		1788		1884
103		2529		121417		1788		1900
104		2528		122239		1784		1920
105		2529		123060		1784		1937
106		2528		123882		1785		1952
107		2528		124702		1784		1969
108		2528		125523		1784		1987
109		2529		126347		1782		2003
110		2528		127169		1784		2018
111		2527		127989		1785		2035
112		2524		128812		1787		2053
113		2524		129631		1787		2069
114		2524		130450		1787		2087
115		2524		131269		1787		2106
116		2524		132088		1787		2127
117		2524		132907		1787		2145
118		2524		133726		1787		2164
119		2524		134545		1787		2181
120		2524		135364		1787		2199
121		2524		136183		1787		2217
122		2524		137002		1787		2235
123		2524		137821		1787		2253
124		2524		138640		1787		2270
125		2524		139459		1787		2287
126		2524		140278		1787		2305
127		2524		141097		1787		2322
128		2524		141916		1787		2341
129		2524		142735		1787		2358
130		2524		143554		1787		2378
131		2524		144373		1787		2395
132		2524		145192		1787		2413
133		2524		146011		1787		2430
134		2524		146830		1787		2446
135		2524		147649		1787		2465
136		2524		148468		1787		2481
137		2524		149287		1787		2502
138		2524		150106		1787		2521
139		2524		150925		1787		2540
140		2524		151744		1787		2557
