# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped		ExecutionTime 
0		392606		53451		47674		1781
1		257516		88950		46746		2476
2		212829		112272		47275		2990
3		193672		128718		47403		3418
4		182025		141422		47322		3834
5		174058		151637		47402		4275
6		167913		159932		47373		4748
7		164425		166801		47376		5195
8		162435		172551		47482		5569
9		160865		177609		47541		5945
10		159611		182116		47512		6315
11		158450		186231		47568		6687
12		157395		189951		47500		7081
13		156312		193396		47463		7455
14		155537		196466		47459		7825
15		155002		199285		47443		8194
16		154357		201836		47459		8568
17		153912		204169		47433		9007
18		153508		206377		47457		9450
19		153238		208455		47435		9895
20		153022		210457		47398		10342
21		152863		212268		47401		11399
22		152744		214149		47398		11769
23		152527		215928		47407		12135
24		152340		217531		47389		12492
25		152258		219081		47460		12860
26		152108		220593		47451		13230
27		152020		222004		47482		13589
28		151953		223433		47517		13966
29		151821		224766		47505		14328
30		151753		226068		47485		14695
31		151598		227309		47487		15055
32		151520		228425		47463		15411
33		151494		229575		47480		15775
34		151434		230732		47508		16140
35		151387		231822		47518		16522
36		151333		232906		47499		16877
37		151214		233894		47504		17235
38		151213		234889		47495		17609
39		151185		235887		47526		17975
40		151147		236827		47511		18366
41		151121		237757		47495		18784
42		151063		238702		47489		19223
43		151044		239606		47455		19608
44		151048		240465		47523		19976
45		151066		241376		47492		20349
46		151016		242352		47512		20718
47		151036		243260		47469		21081
48		150954		244235		47453		21451
49		150979		245097		47475		21816
50		150923		245978		47461		22180
51		150890		246832		47457		22552
52		150866		247716		47474		22917
53		150830		248610		47403		23275
54		150764		249460		47380		23626
55		150771		250323		47417		24047
56		150746		251131		47413		24480
57		150746		251938		47445		24875
58		150726		252758		47467		25233
59		150692		253540		47479		25588
60		150656		254287		47456		25953
61		150619		255016		47452		26316
62		150627		255711		47418		26675
63		150596		256429		47474		27038
64		150580		257139		47477		27408
65		150556		257814		47471		27764
66		150545		258476		47478		28137
67		150540		259144		47487		28506
68		150532		259809		47508		28867
69		150525		260428		47457		29225
70		150514		261043		47460		29589
71		150508		261721		47437		29960
72		150479		262363		47459		30322
73		150443		263027		47474		30674
